facility_id,organisation_name,facility_name,province,city,address,postal_code,npri_id,2011_ghg_emissions_kilotonnes_of_carbon_dioxide_equivalent,facility_ghg_data_link,naics_name,naics_data_link,latitude,longitude
3,Foothills Pipe Lines Ltd.,"Foothills Pipeline, Alberta",Alberta,Airdrie,SW-19-028-26-W4,T4A2G7,,261.47,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10003,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
6,Agrium Inc.,Redwater Fertilizer Operations,Alberta,Redwater,16 km east of Gibbons on Hwy 643,T0A2W0,2134,1185.01,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10006,Chemical Fertilizer (except Potash) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325313,53.84160000,-113.09790000
7,Alberta Envirofuels,Alberta Envirofuels,Alberta,Edmonton,9511 17th Street,T6P1Y3,3974,239.84,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10007,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,53.53199300,-113.36492500
8,Alliance Pipeline Ltd.,Alliance Pipeline Ltd. - AB Pipeline System,Alberta,Calgary,800 605 5th Avenue Southwest,T2P3H5,,545.28,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10008,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
9,Alberta-Pacific Forest Industries Inc.,Alberta-Pacific Forest Industries Inc.,Alberta,County of Athabasca,SW-32-068-19-W4,T0A0M0,1,120.03,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10009,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,54.92311600,-112.86186700
15,ATCO Gas and Pipelines Ltd.,ATCO Pipelines,Alberta,Edmonton,7210 42 Street Northwest,T6B3H1,,158.13,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10015,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
17,Nexen Inc.,Balzac Gas Plant,Alberta,Balzac,10-02-026-29-W4,T0M0E0,1902,64.03,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10017,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,51.19130000,-113.94090000
18,Alberta Power (2000) Ltd.,Battle River Generating Station,Alberta,Forestburg,Box 498; SW1/4-29-040-15-W4,T0B1N0,1033,5146.00,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10018,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,52.56470000,-112.14140000
29,Blaze Energy Ltd.,Brazeau Gas Plant,Alberta,Drayton Valley,04-31-048-12-W5,T7A1P8,3749,134.12,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10029,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.18120000,-115.76250000
30,Keyera Corp,Brazeau River Gas Plant,Alberta,Drayton Valley,03-12-046-14-W5M,T7A1S5,1362,67.02,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10030,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,52.95930000,-115.89380000
40,Calgary Energy Centre No. 2 Inc.,Calgary Energy Centre,Alberta,Calgary,14417 68 Street Northeast,T3N1C6,15740,445.66,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10040,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,51.21590000,-114.00500000
44,Canadian Fertilizers Limited,Canadian Fertilizers Limited,Alberta,Medicine Hat,1250 52nd Street Northwest,T1A7R9,3821,1637.98,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10044,Chemical Fertilizer (except Potash) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325313,50.08660000,-110.71670000
45,Cancarb Ltd.,Cancarb Ltd.,Alberta,Medicine Hat,1702 Brier Park Crescent Northwest,T1C1T9,5357,137.45,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10045,All Other Basic Inorganic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325189,50.05820000,-110.72820000
46,Nova Gas Transmission Ltd.,"TransCanada Pipeline, Alberta System",Alberta,Fairview,05-23-081-26-W5,T0H1L0,,1792.43,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10046,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
49,Cenovus Energy,Caribou North Compressor Station,Alberta,Bonnyville,11-08-070-04-W4,T9N2H4,16687,36.21,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10049,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,55.04730000,-110.57780000
53,Agrium Inc.,Carseland Nitrogen Operations,Alberta,Carseland,5 Miles West of Carseland,T0J0M0,3269,560.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10053,Chemical Fertilizer (except Potash) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325313,50.84580000,-113.58670000
54,TransCanada Energy Ltd.,Carseland Power Plant,Alberta,Carseland,15-06-022-26-W4,T0J 0M0,6700,318.87,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10054,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,50.84700000,-113.59100000
55,Orica Canada Inc.,Carseland Works,Alberta,Carseland,24 Highway,T0J0M0,2857,377.95,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10055,Chemical Fertilizer (except Potash) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325313,50.84820000,-113.58240000
58,EnCana Corporation,Cavalier Power Plant,Alberta,Strathmore,NE-16-32-023-23-W4,T1P1K3,6633,197.14,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10058,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,51.00690000,-113.19280000
65,"Cenovus FCCL Ltd., as operator for FCCL Partnership",Christina Lake SAGD Bitumen Battery,Alberta,Lac La Biche,08-17-076-06-W4,T0P1J0,6625,455.35,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10065,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,55.58270000,-110.88880000
68,City of Medicine Hat,Electric Utility - Generation,Alberta,Medicine Hat,0 1502 Powerhouse Road,T1A8E6,6576,329.45,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10068,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,50.04110000,-110.72220000
69,Capital Power (Alberta) Limited Partnership,Clover Bar Energy Centre,Alberta,Edmonton,1515 130th Avenue,T6S1E3,23368,196.40,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10069,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,53.58740000,-113.36470000
71,Inter Pipeline Extraction Ltd.,Cochrane Extraction Plant,Alberta,Cochrane,NE1/4 16-026-04 W5M,T4C1A4,5248,464.52,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10071,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,51.22250000,-114.49560000
73,Imperial Oil Resources,Cold Lake,Alberta,Grande Centre,11-04-065-03-W4,T0A1T0,442,4588.19,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10073,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,54.59640000,-110.39500000
86,ATCO Gas and Pipelines Ltd.,ATCO Gas - Distribution Systems,Alberta,Edmonton,10035 105 Street Northwest,T5J 2V6,15437,145.66,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10086,Natural Gas Distribution,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221210,51.48870000,-113.15390000
95,City of Calgary,East Calgary Landfill,Alberta,Calgary,1827 68 Street Southeast,T2E2N1,19090,74.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10095,Waste Treatment and Disposal,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=562210,57.30200000,-122.14060000
96,TAQA NORTH Ltd.,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Crossfield,9-14-28-1W5,T0M0S0,4140,106.03,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10096,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,51.40010000,-114.03430000
98,Suncor Energy Products Partnership,Edmonton Refinery,Alberta,Edmonton,801 Petroleum Way,T8H2G2,3903,1306.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10098,Petroleum Refineries,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110,53.55050000,-113.35890000
100,Talisman Energy,Edson Gas Plant,Alberta,Edson,"Lat 53.55790, Long -116.54030",T7E 1V2,5284,230.71,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10100,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.55750000,-116.54720000
106,ConocoPhillips Canada (BRC) Partnership,Elmworth Gas Plant,Alberta,Elmworth,01-08-070-11-W6,T0H1J0,23956,206.94,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10106,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,55.04150000,-119.63100000
108,Spectra Energy Empress LP,Empress Straddle Gas Plant,Alberta,Cypress County,NE1/4-11-020-01-W4,T1A7N2,3752,349.91,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10108,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,50.80530000,-110.03490000
111,Graymont Western Canada Inc.,Exshaw Plant,Alberta,Exshaw,1A Highway,T0L2C0,6826,142.30,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10111,Lime Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327410,51.06820000,-115.13640000
112,Lafarge Canada Inc.,Exshaw Cement Plant,Alberta,Exshaw,1A Highway,T0L2C0,5291,952.23,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10112,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,51.05890000,-115.17450000
119,Sherritt International Corporation,Fort Saskatchewan,Alberta,Fort Saskatchewan,10101 - 114th Street,T8L2T3,2132,303.20,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10119,Non-Ferrous Metal (except Aluminum) Smelting and Refining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331410,53.72170000,-113.19170000
120,TransAlta Generation Partnership,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,Alberta,Fort Saskatchewan,"P.O. Bag 16, Highway 15",T8L2P4,5352,375.26,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10120,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,53.72350000,-113.17380000
121,Agrium Inc.,Fort Saskatchewan Nitrogen Operations,Alberta,Fort Saskatchewan,11751 River Road,T8L4J1,4874,596.00,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10121,Chemical Fertilizer (except Potash) Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325313,53.72540000,-113.19300000
122,BP Canada Energy Company,Fort Saskatchewan Storage and Fractionation,Alberta,Fort Saskatchewan,11010 125 Street,T8L2T2,4142,64.43,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10122,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.75750000,-113.14990000
125,MEGlobal Canada Inc.,Fort Saskatchewan EOEG,Alberta,Fort Saskatchewan,Highway 15,T8L2P4,18996,61.76,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10125,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,53.73750000,-113.14900000
127,Capital Power Generation Services Inc.,Genesee Thermal Generating Station,Alberta,Warburg,50444 Highway 770,T0C2T0,267,9387.15,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10127,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,53.34400000,-114.30500000
130,Weyerhaeuser Company Limited,Grande Prairie Operations,Alberta,Grande Prairie,10 km SE on Resources Road,T8V3A9,2875,127.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10130,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,55.07120000,-118.69120000
132,Milner Power Limited Partnership by its GP Milner Power Inc.,H.R.Milner Generating Station,Alberta,Grande Cache,40 Highway North,T0E0Y0,1039,1034.98,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10132,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,54.00710000,-119.10400000
134,Japan Canada Oil Sands Limited,Hangingstone SAGD Demonstration Facility,Alberta,RM of Wood Buffalo,                                                                                 ,T9H3G2,17122,255.74,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10134,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,56.31320000,-111.63620000
135,Suncor Energy Oil and Gas Partnership,Hanlan Robb Gas Plant,Alberta,Edson,PO Box 6480,T7E1T8,3758,281.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10135,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.20450000,-116.81120000
137,Taylor Processing Inc.,Harmattan Gas Processing Plant,Alberta,Didsbury,09-27-031-04-W5,T0M0W0,3941,356.02,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10137,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,51.69690000,-114.47500000
143,TransAlta Generation Partnership,Highvale Coal Mine,Alberta,Seba Beach,4425 Sundance Road,T0E2B0,21885,207.87,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10143,Subbituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212115,53.49170000,-114.58170000
144,West Fraser Mills Ltd.,Hinton Pulp,Alberta,Hinton,760 Switzer Drive,T7V1V7,2991,145.65,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10144,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,53.41330000,-117.57060000
152,INEOS Canada Partnership,Joffre LAO Plant,Alberta,Joffre,SW-32-038-25-W4,T4N5H3,6556,138.86,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10152,Petrochemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325110,52.21240000,-113.84370000
155,Pengrowth Energy Corporation,Judy Creek Gas Conservation Plant,Alberta,Swan Hills,15-25-064-11 W5M,T0G2C0,440,50.85,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10155,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.57230000,-115.52290000
156,Pengrowth Energy Corporation,Judy Creek Production Complex,Alberta,Swan Hills,11-06-064-10 W5M,T0G2C0,4566,31.75,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10156,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.51090000,-115.51170000
158,Canadian Natural Resources Limited,Karr Gas Plant,Alberta,MD of Greenview,10-10-065-02-W6,T8V3R5,15928,75.30,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10158,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.61250000,-118.21430000
159,SemCams ULC,Kaybob Amalgamated Sour Gas Plant,Alberta,Fox Creek,01-12-062-20-W5,T0H1P0,4150,251.00,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10159,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.42720000,-116.88430000
160,SemCams ULC,Kaybob South #3 Gas Plant,Alberta,Fox Creek,"11,14,15&22-059-18-W5",T0H1P0,683,403.97,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10160,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.19440000,-116.63220000
162,TransAlta Generation Partnership,Keephills Thermal Electric Power Generating Plant,Alberta,Duffield,"Site 3, Box 1, RR1",T0E0N0,2286,7957.62,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10162,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,53.44870000,-114.44910000
176,"Lehigh Cement, a Division of Lehigh Hanson Materials Ltd.",Edmonton Plant,Alberta,Edmonton,12640 Inland Way,T5V1K2,5243,800.19,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10176,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,53.58160000,-113.59910000
179,TransCanada Energy Ltd.,MacKay River Power Plant,Alberta,Fort McMurray,NW-05-093-12-W4,T9H3G6,19219,851.60,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10179,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,56.66670000,-111.34510000
180,Suncor Energy Oil Sands Limited Partnership,"MacKay River, In-Situ Oil Sands Plant",Alberta,Fort McMurray,NW-05-093-12-W412-5-93-12-W4,T9H3G6,17630,110.03,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10180,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,57.04250000,-111.90500000
187,Syncrude Canada Ltd.,Mildred Lake and Aurora North Plant Sites,Alberta,Fort McMurray,Mildred Lake N 57o 2' 27 W 111o 36' 57,T9H3L1,2274,12860.28,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10187,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,57.04050000,-111.61920000
196,ATCO Power Canada Ltd.,Muskeg River Cogeneration Plant,Alberta,Fort McMurray,PO Box 5670,T9H4W1,6647,1225.35,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10196,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,57.35170000,-111.52220000
197,Shell Canada Energy,Shell Albian Sands Muskeg River Mine,Alberta,Fort McMurray,23-095-10-W4,T9H4W1,6647,710.51,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10197,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,57.35170000,-111.52220000
202,Keyera Corp,Nevis Gas Plant,Alberta,Stettler,16-33-038-22-W4M,T0C2L0,5337,110.18,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10202,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,52.32710000,-112.71830000
211,NOVA Chemicals Corporation,NOVA Chemicals Corporation (Joffre),Alberta,Red Deer,29/31/32-038-25-W4,T4N6A1,1779,2892.74,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10211,Petrochemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325110,52.30830000,-113.55000000
219,Shell Canada Limited,Peace River Complex 5-21,Alberta,Peace River,05-21-085-18W5M,T8S1V1,2128,311.73,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10219,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,56.38060000,-116.79500000
220,Daishowa-Marubeni International Ltd-Peace River Pulp,Peace River Pulp Division,Alberta,MD of Northern Lights,11/13/24-085-21-W5,T8S1V7,223,105.05,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10220,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,56.37720000,-117.17560000
232,MEGlobal Canada Inc.,Prentiss Chemical Manufacturing Facility,Alberta,Lacombe,Highway 597 and Prentiss Road Highway,T4N6N1,18997,137.43,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10232,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,52.94240000,-113.51110000
237,Imperial Oil Resources,Quirk Creek Gas Plant,Alberta,Millarville,02-04-021-04-W5,T0L1K0,426,132.20,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10237,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,50.74770000,-114.49470000
241,ATCO Power Canada Ltd.,Rainbow Lake Cogeneration Power Plant (Units 4-5),Alberta,Rainbow Lake,Box 298,T0H2Y0,6609,275.31,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10241,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,58.44710000,-119.23830000
