facility_id,organisation_name,facility_name,province,city,address,postal_code,npri_id,2011_ghg_emissions_kilotonnes_of_carbon_dioxide_equivalent,facility_ghg_data_link,naics_name,naics_data_link,latitude,longitude
555,Keyera Corp,Simonette Gas Plant,Alberta,Simonette,LSD: 9-6-63-25W5M,T7A 1S3,2227,60.04,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10555,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.42330000,-117.76040000
556,Suncor Energy Oil and Gas Partnership,Ferrier Gas Plant,Alberta,Rocky Mountain House,LSD 01-06-041-07W5M,T4T1B1,1077,51.98,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10556,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,52.49600000,-114.98800000
557,Suncor Energy Oil Sands Limited Partnership,Firebag,Alberta,Ft. McMurray,"Lat 57.22970, Long 110.83250",T9H3H3,19181,2001.05,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10557,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,57.21750000,-110.89500000
558,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Inc. Oil Sands,Alberta,Fort McMurray,Hwy 63N Highway,T9H3E3,2230,8495.97,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10558,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,57.00330000,-111.46610000
560,Talisman Energy,TLM Bigstone West Gas Plant,Alberta,Edson,"Lat 54.13591, Long -117.24180",T7E 1V2,18023,48.84,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10560,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.17870000,-117.32840000
561,Talisman Energy,TLM Wild River Gas Plant,Alberta,Edson,"Lat 53.85561, Long -117.38007",T7E 1V2,17996,53.55,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10561,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.85430000,-117.39120000
566,University of Alberta Heating Plant,Heating Plant,Alberta,Edmonton,0 115 University Campus NW,T6G2N7,6678,216.43,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10566,Universities,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=611310,53.51960000,-113.52900000
576,West Fraser Mills ltd.,Ranger Board,Alberta,Blue Ridge,595007 Highway 658 Highway North,T0E0B0,4830,69.60,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10576,Particle Board and Fibreboard Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=321216,54.23820000,-115.37970000
577,Whitecourt Power Partnership,Whitecourt Electric Power Generating Facility,Alberta,Whitecourt,2 km north of Whitecourt on Hwy 43,T7S1P6,18225,4.77,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10577,Other Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221119,54.16240000,-115.73240000
588,Ainsworth Lumber Co. Ltd.,Grande Prairie OSB Mill,Alberta,Grande Prairie,40 Highway,T8V6Y9,4880,10.10,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10588,Waferboard Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=321217,55.02980000,-118.74400000
604,Connacher Oil and Gas Limited,Algar,Alberta,Fort McMurray,14-18-82-11W 4M,T9H 4Y4,24188,249.64,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10604,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,56.11314000,-111.71534000
606,EnCana Corporation,Hythe Brainard Sour Gas Plant,Alberta,n/a,11-18-074-12W6,n/a,5239,74.39,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10606,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,55.48910000,-119.75080000
607,Enmax Green Power Inc.,Crossfield Energy Centre,Alberta,Crossfield,NW1/4-13-28-01 W5M,T0M0S0,23543,113.37,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10607,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,51.39940000,-114.00490000
611,Grande Cache Coal Corporation,Grande Cache Coal Corporation,Alberta,MD of Greenview,20 KM North of Grande Cache,T0E0Y0,23560,135.58,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10611,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,54.00660000,-119.10550000
619,MEG Energy Corp.,MEG Christina Lake Cogeneration Facility Phase 2,Alberta,,                                                                                 ,T2T6N9,24100,574.05,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10619,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,55.66638200,-110.71404400
639,Statoil Canada Ltd.,Leismer SAGD Bitumen Battery,Alberta,N/A,08-02-079-10W4M,N/A,24145,260.83,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10639,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,55.81539000,-111.44440000
651,Weyerhaeuser Company Limited,Edson O.S.B.,Alberta,Edson,2509 Aspen Drive,T7E1S8,2762,15.69,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10651,Waferboard Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=321217,53.59170000,-116.42330000
654,Shell Canada Energy,Shell Albian Sands Jackpine Mine,Alberta,Fort McMurray,23-095-10-W4,T9H4W1,6647,966.95,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10654,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,57.35170000,-111.52220000
656,Pengrowth Energy Corporation,Carson Creek GP 4-23,Alberta,Whitecourt,04-23-061-12-W5,T0G 2C0,21706,47.82,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10656,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,54.28500000,-115.69820000
659,Murphy Oil Canada Limited,Seal 04-33-082-15W5,Alberta,Seal Lake,04-33-082-15W5,A9A9A9,24130,23.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10659,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,56.14711000,-116.29432800
661,Advantage Oil & Gas Ltd.,Glacier Sour Gas Plant 05-02,Alberta,N/A,05-02-076-12W6,n/a,23281,71.45,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10661,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,55.55410000,-119.75540000
668,Constellation Energy,Northern Prairie Thermal Electric Power Plant,Alberta,Sexsmith,"RR#1, Site 14",T0H3C0,23432,115.02,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10668,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,55.34050000,-119.21850000
671,Devon Canada Corporation,Jackfish 2 SAGD Plant,Alberta,Conkin,07-27-075-07W4,-,,171.33,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10671,Non-Conventional Oil Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211114,0.00000000,0.00000000
686,Methanex Corporation,Methanex Medicine Hat Methanol Plant,Alberta,Medicine Hat,3806 Box Springs Road NW Road,T1A 7H1,,264.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10686,Other Basic Organic Chemical Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=325190,0.00000000,0.00000000
693,Peyto Exploration and Development Corporation,Nosehill 11-21-55-20W5,Alberta,Edson,11-21-055-20-W5,0,21754,62.29,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10693,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.76830000,-116.91540000
707,ConocoPhillips Canada (BRC) Partnership,Wolf Lake Sweet Gas Plant,Alberta,N/A,05-01-051-15-W5,0,6628,50.72,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10707,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,53.37310000,-116.08600000
10,Rio Tinto Alcan,Kitimat Works,British Columbia,Kitimat,1 Smeltersite Road,V8C2H2,2788,814.25,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10010,Primary Production of Alumina and Aluminum,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331313,54.01020000,-128.70360000
36,Chevron Canada Limited,Burnaby Refinery,British Columbia,Burnaby,0 355 North Willingdon Avenue,V5C1L7,2776,486.76,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10036,Petroleum Refineries,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110,49.28960000,-122.99360000
37,British Columbia Hydro and Power Authority,Burrard Generating Station,British Columbia,Port Moody,0 1 Thermal Plant Road,V3H 3C8,3240,20.74,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10037,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,49.30070000,-122.89220000
48,Cariboo Pulp and Paper Company,Cariboo Pulp and Paper Company,British Columbia,Quesnel,50 North Star Road,V2J3J6,479,85.51,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10048,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,53.00000000,-122.45830000
70,Teck Coal Limited,Coal Mountain Operations,British Columbia,Sparwood,NE1/4 16-026-04 W5M,V0B2G0,6674,164.52,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10070,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,49.49880000,-114.65840000
82,Catalyst Paper Corporation,Crofton Division,British Columbia,Crofton,0 8541 Hay Road,V0R1R0,1266,149.68,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10082,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,48.87500000,-123.64500000
85,"Lehigh Cement, a Division of Lehigh Hanson Materials Ltd.",Delta Plant,British Columbia,Delta,7777 Ross Road,V4G1B8,5190,733.57,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10085,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,49.14360000,-123.02300000
104,TransCanada PipeLines Ltd.,"TransCanada Pipeline, British Columbia System",British Columbia,Cranbrook,                                                                                 ,V1C2N1,,279.40,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10104,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
105,Teck Coal Limited,Elkview Operations,British Columbia,Sparwood,"Lat 49.75800, Long 114.82900",V0B2G1,7838,285.43,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10105,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,49.74960000,-114.86500000
115,Teck Coal Limited,Fording River Operations,British Columbia,Elkford,"Lat 50.18900, Long 114.87900",V0B1H0,6669,480.82,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10115,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,50.18950000,-114.87930000
117,Spectra Energy Transmission,Fort Nelson Gas Plant,British Columbia,Fort Nelson,0 285 Mile 285 Alaska Highway Highway,V0C1R0,4304,1677.75,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10117,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,58.65390000,-122.68920000
118,British Columbia Hydro and Power Authority,Fort Nelson Generating Station,British Columbia,Fort Nelson,Alaska Highway,V0C 1R0,7866,121.28,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10118,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,58.65000000,-122.67000000
126,Spectra Energy Transmission,Gathering,British Columbia,Fort St. John,53 Alaska Highway,V1J4H7,,255.08,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10126,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
131,Teck Coal Limited,Greenhills Operations,British Columbia,Elkford,"Lat 50.08500, Long 114.87100",V0B1H0,6671,313.25,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10131,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,50.08430000,-114.87000000
136,Nanaimo Forest Products Ltd.,Harmac Pacific Operations,British Columbia,Nanaimo,1000 Wave Place,V9X1J2,1383,72.56,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10136,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,49.13690000,-123.85640000
146,Howe Sound Pulp & Paper Corporation,Howe Sound Pulp and Paper Mill,British Columbia,Port Mellon,3838 Port Mellon Highway,V0N2S0,1419,118.17,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10146,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,49.52370000,-123.48370000
157,Domtar Inc.,Kamloops Mill (SFO),British Columbia,Kamloops,0 2005 Mission Flats Road,V2C1A9,2924,120.32,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10157,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,50.68610000,-120.40370000
170,Lafarge Canada Inc.,Richmond Cement Plant,British Columbia,Richmond,7611 No 9 Road,V6W1H4,702,696.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10170,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,49.15910000,-123.00320000
173,Lafarge Canada Inc.,Kamloops Plant,British Columbia,Kamloops,9750 Shuswap Road,V2H1T4,5153,152.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10173,Cement Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327310,50.66290000,-120.06570000
181,Mackenzie Pulp Mill Corporation,Mackenzie Pulp Mill,British Columbia,MacKenzie,1000 Coquawaldi Road,V0C2W0,1486,119.77,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10181,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,55.29140000,-123.15920000
184,Spectra Energy Transmission,McMahon Cogen Plant,British Columbia,Taylor,0 35 Alaska Highway Highway,V0C2K0,7959,553.00,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10184,Fossil-Fuel Electric Power Generation,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221112,56.14470000,-120.66860000
185,Spectra Energy Transmission,McMahon Gas Plant,British Columbia,Taylor,0 35 Mile 35 Alaska Highway Highway,V0C2K0,4305,377.99,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10185,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,56.15080000,-120.66790000
207,Canfor Pulp Limited Partnership,Northwood Pulp Mill,British Columbia,Prince George,5353 Northwood Pulp Mill Road,V2L4W2,1797,178.47,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10207,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,53.97790000,-122.69500000
218,Graymont Western Canada Inc.,Pavilion Plant,British Columbia,Cache Creek,0 1306 Highway 99 Highway South,V0K1H0,6827,119.73,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10218,Lime Manufacturing,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=327410,50.81450000,-121.64920000
225,Spectra Energy Transmission,Pine River Gas Plant,British Columbia,Peace River District,0 Highway 97 South Highway South,V0C1J0,4306,1136.09,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10225,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,55.57190000,-121.94160000
226,Spectra Energy Transmission,Pipeline-Transmission,British Columbia,Prince George,3985 22nd Avenue,V2N1B7,,796.81,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10226,Pipeline Transportation of Natural Gas,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=486210,0.00000000,0.00000000
230,Catalyst Paper Corporation,Port Alberni Division,British Columbia,Port Alberni,0 4000 Stamp Avenue,V9Y5J7,1593,35.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10230,Newsprint Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322122,49.24780000,-124.81100000
231,Catalyst Paper Corporation,Powell River Division,British Columbia,Powell River,5775 Ash Avenue,V8A4R3,723,46.42,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10231,Mechanical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322111,49.87270000,-124.55160000
234,Husky Oil Operations Limited,Prince George Refinery,British Columbia,Prince George,2542 Pulp Mill Road,V2L4V4,405,124.85,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10234,Petroleum Refineries,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=324110,53.92680000,-122.70280000
289,Teck Metals Ltd.,Trail Operations,British Columbia,Trail,25 Aldridge Avenue,V1R4L8,3802,430.38,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10289,Non-Ferrous Metal (except Aluminum) Smelting and Refining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=331410,49.09990000,-117.71780000
320,Penn West Petroleum,Wildboy Gas Plant BCGP00002917,British Columbia,Fort St John,"Suite 130, 10504, 100th Ave",V1J 1Z2,17571,100.60,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10320,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,59.56450000,-121.05800000
342,Canfor Pulp Limited Partnership,Prince George Pulp and Paper and Intercontinental Pulp Mills,British Columbia,Prince George,2789 Prince George Pulp Mill Road,V2N2K3,4063,150.37,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10342,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,53.92500000,-122.69440000
346,FortisBC Energy Inc.,FortisBC Energy Inc.,British Columbia,Surrey,16705 Fraser Highway,V4N0E8,,88.86,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10346,Natural Gas Distribution,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221210,0.00000000,0.00000000
374,Neucel Specialty Cellulose,Neucel Specialty Cellulose (SFO),British Columbia,Port Alice,300 Marine Drive,V0N2N0,2377,160.06,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10374,Chemical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322112,50.43250000,-127.49100000
377,Husky Oil Operations Limited,Sierra Gas Plant,British Columbia,Fort Nelson,C-091-D/094I-14,V0C1R0,3935,61.65,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10377,Conventional Oil and Gas Extraction,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=211113,58.83110000,-121.38590000
378,FortisBC Energy (Vancouver Island) Inc.,FortisBC Energy Vancouver Island,British Columbia,Surrey,16705 Fraser Highway,V4N0E8,,48.20,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10378,Natural Gas Distribution,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=221210,0.00000000,0.00000000
385,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,British Columbia,Logan Lake,97C Highway,V0K 1W0,3356,180.40,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10385,Copper-Zinc Ore Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212233,50.47420000,-121.02700000
388,Teck Coal Limited,Line Creek Operations,British Columbia,Sparwood,"Lat 49.95200, Long 114.75600",V0B2G0,7839,154.45,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10388,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,49.88440000,-114.85280000
399,Western Coal Corp,Dillon / Brule Mine,British Columbia,Chetwynd,0 7 Blind Creek Road,V0C1J0,20078,67.47,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10399,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,55.36580000,-121.76280000
400,Western Coal Corp,Wolverine Group- Perry Creek Mine,British Columbia,Tumbler Ridge,Wolverine Forest Service Road,V0C2W0,20116,100.14,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10400,Bituminous Coal Mining,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=212114,55.10330000,-121.35390000
426,Canadian Forest Products Ltd,Canfor Taylor Pulp,British Columbia,Taylor,0 8300 Cherry Avenue East,V0C2K0,1257,61.83,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2011&amp;ghg_id=G10426,Mechanical Pulp Mills,http://stds.statcan.gc.ca/naics-scian/2007/cs-rc-eng.asp?criteria=322111,56.14500000,-120.65100000
